"Modified","CVE-2003-5001","CWE-269" "NVD-CWE-noinfo",,,,,"psirt@us.ibm.com" "nvd@nist.gov",5.3 9.8,"MEDIUM" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ibm:iss_blackice_pc_protection:-:*:*:*:*:*:*:*"
"Modified","CVE-2022-27083","CWE-77",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:tenda:m3_firmware:1.0.0.12\\(4856\\):*:*:*:*:*:*:*" "cpe:2.3:h:tenda:m3:-:*:*:*:*:*:*:*"
"Modified","CVE-2022-27090","CWE-601",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.9,MEDIUM,"AV:N/AC:M/Au:S/C:P/I:P/A:N","cpe:2.3:a:chshcms:cscms:4.2:*:*:*:*:*:*:*"
"Modified","CVE-2022-27175","CWE-89" "CWE-89",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",9.8 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:deltaww:diaenergie:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27191","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:golang:ssh:*:*:*:*:*:*:*:*" "cpe:2.3:a:fedoraproject:extra_packages_for_enterprise_linux:8.0:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:advanced_cluster_management_for_kubernetes:2.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:8.0:*:*:*:*:*:*:*"
"Modified","CVE-2022-27192","CWE-532",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:asseco:dvs_avilys:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27193","CWE-611",,,,,"cve@mitre.org" "nvd@nist.gov",6.1 5.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:L" "CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:cvrf-csaf-converter_project:cvrf-csaf-converter:1.0.0:alpha:*:*:*:*:*:*" "cpe:2.3:a:cvrf-csaf-converter_project:cvrf-csaf-converter:1.0.0:dev1:*:*:*:*:*:*" "cpe:2.3:a:cvrf-csaf-converter_project:cvrf-csaf-converter:1.0.0:dev2:*:*:*:*:*:*" "cpe:2.3:a:cvrf-csaf-converter_project:cvrf-csaf-converter:1.0.0:dev3:*:*:*:*:*:*" "cpe:2.3:a:cvrf-csaf-converter_project:cvrf-csaf-converter:1.0.0:rc1:*:*:*:*:*:*"
"Modified","CVE-2022-27195","NVD-CWE-Other",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",2.1,LOW,"AV:L/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:jenkins:parameterized_trigger:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27196","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:favorite:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27197","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:dashboard_view:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27198","CWE-352",,,,,"nvd@nist.gov",8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6,MEDIUM,"AV:N/AC:M/Au:S/C:P/I:P/A:P","cpe:2.3:a:jenkins:cloudbees_aws_credentials:*:*:*:*:*:jenkins:*:*" "cpe:2.3:a:jenkins:cloudbees_aws_credentials:*:*:*:*:*:jenkins:*:*" "cpe:2.3:a:jenkins:cloudbees_aws_credentials:1.32:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27199","CWE-862",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:cloudbees_aws_credentials:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27200","CWE-79",,,,,"nvd@nist.gov",4.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:folder-based_authorization_strategy:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27201","NVD-CWE-Other",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:semantic_versioning:*:*:*:*:*:jenkins:*:*" "cpe:2.3:a:jenkins:jenkins:*:*:*:*:lts:*:*:*" "cpe:2.3:a:jenkins:jenkins:*:*:*:*:-:*:*:*"
"Modified","CVE-2022-27202","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:extended_choice_parameter:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27203","CWE-22",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:extended_choice_parameter:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27204","CWE-352",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:jenkins:extended_choice_parameter:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27205","CWE-862",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:extended_choice_parameter:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27206","CWE-522",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:gitlab_authentication:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27207","CWE-79",,,,,"nvd@nist.gov",4.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:global-build-stats:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27208","CWE-22",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:kubernetes_continuous_deploy:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27209","CWE-862",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:kubernetes_continuous_deploy:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27210","CWE-352",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:jenkins:kubernetes_continuous_deploy:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27211","CWE-862",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:kubernetes_continuous_deploy:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27212","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:list_git_branches_parameter:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27213","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:environment_dashboard:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27214","CWE-352",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:release_helper:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27215","CWE-862",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:P/A:N","cpe:2.3:a:jenkins:release_helper:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27216","CWE-522",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:dbcharts:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27217","CWE-522",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:vmware_vrealize_codestream:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27218","CWE-522",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:jenkins:incapptic_connect_uploader:*:*:*:*:*:jenkins:*:*"
"Modified","CVE-2022-27223","CWE-129",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:a:netapp:active_iq_unified_manager:-:*:*:*:*:vsphere:*:*" "cpe:2.3:o:netapp:h500s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h500s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h700s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h700s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h300e_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h300e:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h500e_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h500e:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h700e_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h700e:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h410s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h410s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h300s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h300s:-:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*"
"Modified","CVE-2022-27225","CWE-311",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:gradle:enterprise:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27226","CWE-352",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:o:irz:ru21_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:irz:ru21:-:*:*:*:*:*:*:*" "cpe:2.3:o:irz:ru21w_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:irz:ru21w:-:*:*:*:*:*:*:*" "cpe:2.3:o:irz:rl21_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:irz:rl21:-:*:*:*:*:*:*:*" "cpe:2.3:o:irz:ru41_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:irz:ru41:-:*:*:*:*:*:*:*" "cpe:2.3:o:irz:rl01_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:irz:rl01:-:*:*:*:*:*:*:*"
"Modified","CVE-2022-27227","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:powerdns:authoritative_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:authoritative_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:authoritative_server:*:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:recursor:*:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:recursor:*:*:*:*:*:*:*:*" "cpe:2.3:a:powerdns:recursor:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*"
"Modified","CVE-2022-27228","CWE-20",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:bitrix24:bitrix24:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27240","CWE-120",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:glewlwyd_sso_server_project:glewlwyd_sso_server:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27243","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:misp:misp:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27244","CWE-79",,,,,"nvd@nist.gov",4.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:misp:misp:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27245","CWE-918",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:misp:misp:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27246","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:misp:misp:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27250","NVD-CWE-noinfo",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:h:unisoc:unisoc_chipset:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27254","CWE-294",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,"nvd@nist.gov",2.9,LOW,"AV:A/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:honda:civic_2018_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:honda:civic_2018:-:*:*:*:*:*:*:*"
"Modified","CVE-2022-27333","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:idccms_project:idccms:1.10:*:*:*:*:*:*:*"
"Modified","CVE-2022-27432","CWE-352",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:pluck-cms:pluck:4.7.15:-:*:*:*:*:*:*"
"Modified","CVE-2022-27607","CWE-125",,,,,"nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H",,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:P","cpe:2.3:a:axiosys:bento4:1.6.0-639:*:*:*:*:*:*:*"
"Modified","CVE-2022-27658","CWE-862",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:sap:innovation_management:2.0:*:*:*:*:*:*:*"
"Modified","CVE-2022-27666","CWE-787",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:-:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:5.17:rc7:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:virtualization:4.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:8.0:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h300s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h300s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h500s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h500s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h700s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h700s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h300e_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h300e:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h500e_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h500e:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h700e_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h700e:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h410s_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h410s:-:*:*:*:*:*:*:*" "cpe:2.3:o:netapp:h410c_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:netapp:h410c:-:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*"
"Modified","CVE-2022-27772","CWE-668",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:vmware:spring_boot:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27811","CWE-78",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:gnome:ocrfeeder:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27815","CWE-59",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.2,MEDIUM,"AV:L/AC:H/Au:N/C:C/I:C/A:C","cpe:2.3:a:waycrate:swhkd:1.1.5:*:*:*:*:*:*:*"
"Modified","CVE-2022-27816","CWE-59",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H",,,,,"nvd@nist.gov",3.3,LOW,"AV:L/AC:M/Au:N/C:N/I:P/A:P","cpe:2.3:a:waycrate:swhkd:1.1.5:*:*:*:*:*:*:*"
"Modified","CVE-2022-27820","CWE-295",,,,,"nvd@nist.gov",4,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:owasp:zed_attack_proxy:*:*:*:*:*:*:*:*"
"Modified","CVE-2022-27881","CWE-120",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:openbsd:openbsd:6.9:*:*:*:*:*:*:*" "cpe:2.3:a:openbsd:openbsd:7.0:*:*:*:*:*:*:*"
